SCAN_ID,SSID,BSSID,CHANNEL,RSSI
23,Ap1004TPLK,DE:62:79:25:48:6E,8,-90
23,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-91
23,TFMARQUES ,3E:64:CF:2C:30:8E,4,-92
23,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-92
23,VIVOFIBRA-EF78_EXT,B0:BE:76:38:A1:F3,1,-93
23,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-93
23,DULCEMOURA,30:1F:48:56:5A:80,6,-93
23,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-93
23,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-93
23,1301T2,D8:E8:44:AB:28:6E,8,-93
23,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-93
23,SIARA,48:96:D9:57:03:3E,10,-93
23,fernandaRafael,30:1F:48:54:4C:50,11,-93
23,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-93
23,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-94
23,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-94
23,TiagoSerra,3C:F9:F0:68:7A:FB,4,-94
23,CURUMIN,80:2D:1A:51:7B:E2,11,-94
23,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-94
23,fernandaRafael,3C:F9:F0:A6:69:06,3,-95
23,APTO_501,44:3B:32:45:1D:DC,6,-95
23,Bichinho-mesh,38:16:5A:48:97:84,7,-95
23,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-96
23,Maison_liberte,80:85:44:A4:4A:64,3,-97
23,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-97
23,lola,80:2D:1A:50:18:8A,6,-98
END_SCAN
24,TFMARQUES ,3E:64:CF:2C:34:3A,4,-61
24,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-62
24,Celso_2G,E8:D2:FF:A5:B5:9B,7,-79
24,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-79
24,RANDY2G,08:C7:F5:2F:2B:64,1,-80
24,Medeiros85,08:C7:F5:03:20:F2,1,-85
24,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-86
24,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-87
24,CHIODINI,24:E4:CE:8C:C0:C1,11,-88
24,TFMARQUES ,3E:64:CF:2C:30:8E,4,-90
24,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-90
24,MANUELA,80:2D:1A:4F:EA:82,6,-90
24,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-90
24,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-90
24,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-91
24,Ap1004TPLK,DE:62:79:25:48:6E,8,-91
24,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-92
24,fernandaRafael,3C:F9:F0:A6:69:06,3,-92
24,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-92
24,1301T2,D8:E8:44:AB:28:6E,8,-92
24,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-92
24,lrhome_2G,58:2F:F7:9B:67:9E,1,-93
24,VIVOFIBRA-EF78_EXT,B0:BE:76:38:A1:F3,1,-93
24,APTO_501,44:3B:32:45:1D:DC,6,-93
24,Ferreira,E8:45:8B:61:32:28,6,-93
24,fernandaRafael,30:1F:48:54:4C:50,11,-93
24,Maison_liberte,80:85:44:A4:4A:64,3,-94
24,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-94
24,SIARA,48:96:D9:57:03:3E,10,-94
24,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-94
24,CLARO_2F87EB,08:C7:F5:2F:87:EC,1,-95
24,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-95
24,DULCEMOURA,30:1F:48:56:5A:80,6,-95
24,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-95
24,CURUMIN,80:2D:1A:51:7B:E2,11,-95
24,TiagoSerra,3C:F9:F0:68:7A:FB,4,-96
24,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-97
24,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-97
24,lola,80:2D:1A:50:18:8A,6,-98
END_SCAN
25,TFMARQUES ,3E:64:CF:2C:34:3A,4,-61
25,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-64
25,Celso_2G,E8:D2:FF:A5:B5:9B,7,-78
25,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-78
25,RANDY2G,08:C7:F5:2F:2B:64,1,-79
25,Medeiros85,08:C7:F5:03:20:F2,1,-85
25,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-87
25,VIVOFIBRA-WIFI6-37D8,E8:45:8B:63:37:D8,6,-88
25,CHIODINI,24:E4:CE:8C:C0:C1,11,-88
25,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-89
25,lrhome_2G,58:2F:F7:9B:67:9E,1,-91
25,fernandaRafael,30:1F:48:54:4C:E0,6,-91
25,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-91
25,fernandaRafael,30:1F:48:54:4C:50,11,-91
25,CLARO_2F87EB,08:C7:F5:2F:87:EC,1,-92
25,fernandaRafael,3C:F9:F0:A6:69:06,3,-92
25,TFMARQUES ,3E:64:CF:2C:30:8E,4,-92
25,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-92
25,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-92
25,Ap1004TPLK,DE:62:79:25:48:6E,8,-92
25,1301T2,D8:E8:44:AB:28:6E,8,-92
25,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-92
25,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-92
25,CURUMIN,80:2D:1A:51:7B:E2,11,-92
25,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-93
25,TiagoSerra,3C:F9:F0:68:7A:FB,4,-93
25,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-94
25,APTO_501,44:3B:32:45:1D:DC,6,-94
25,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-94
25,SIARA,48:96:D9:57:03:3E,10,-94
25,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-94
25,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-95
25,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-95
25,TIM_ULTRAFIBRA_345C_2G,16:94:48:16:34:60,6,-95
25,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-95
25,Maison_liberte,80:85:44:A4:4A:64,3,-96
25,DULCEMOURA,30:1F:48:56:5A:80,6,-96
25,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-98
END_SCAN
26,TFMARQUES ,3E:64:CF:2C:34:3A,4,-62
26,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-62
26,Celso_2G,E8:D2:FF:A5:B5:9B,7,-79
26,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-79
26,RANDY2G,08:C7:F5:2F:2B:64,1,-80
26,Medeiros85,08:C7:F5:03:20:F2,1,-85
26,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-86
26,CHIODINI,24:E4:CE:8C:C0:C1,11,-87
26,TFMARQUES ,3E:64:CF:2C:30:8E,4,-88
26,MANUELA,80:2D:1A:4F:EA:82,6,-88
26,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-88
26,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-90
26,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-90
26,Ap1004TPLK,DE:62:79:25:48:6E,8,-90
26,lrhome_2G,58:2F:F7:9B:67:9E,1,-91
26,fernandaRafael,3C:F9:F0:A6:69:06,3,-91
26,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-91
26,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-91
26,DULCEMOURA,30:1F:48:56:5A:80,6,-91
26,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-92
26,Familia Nicolau Hübner,CC:32:E5:04:BB:F2,5,-92
26,1301T2,D8:E8:44:AB:28:6E,8,-92
26,fernandaRafael,30:1F:48:54:4C:50,11,-92
26,CURUMIN,80:2D:1A:51:7B:E2,11,-92
26,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-92
26,SIARA,48:96:D9:57:03:3E,10,-93
26,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-93
26,TiagoSerra,3C:F9:F0:68:7A:FB,4,-94
26,fernandaRafael,30:1F:48:54:4C:E0,6,-94
26,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-94
26,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-94
26,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-94
26,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-95
26,lola,80:2D:1A:50:18:8A,6,-95
26,TIM_ULTRAFIBRA_345C_2G,16:94:48:16:34:60,6,-95
26,Bichinho-mesh,38:16:5A:48:97:84,7,-95
26,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-95
26,APTO_501,44:3B:32:45:1D:DC,6,-96
26,CLARO_2F87EB,08:C7:F5:2F:87:EC,1,-97
26,Maison_liberte,80:85:44:A4:4A:64,3,-97
26,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-97
END_SCAN
27,TFMARQUES ,3E:64:CF:2C:34:3A,4,-62
27,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-62
27,Celso_2G,E8:D2:FF:A5:B5:9B,7,-79
27,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-79
27,RANDY2G,08:C7:F5:2F:2B:64,1,-80
27,Medeiros85,08:C7:F5:03:20:F2,1,-85
27,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-86
27,CHIODINI,24:E4:CE:8C:C0:C1,11,-87
27,#CLARO-WIFI,5A:2F:F7:9B:69:9F,1,-89
27,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-89
27,MANUELA,80:2D:1A:4F:EA:82,6,-89
27,Ap1004TPLK,DE:62:79:25:48:6E,8,-89
27,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-90
27,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-91
27,fernandaRafael,3C:F9:F0:A6:69:06,3,-91
27,lrhome_2G,58:2F:F7:9B:67:9E,1,-92
27,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-92
27,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-92
27,TFMARQUES ,3E:64:CF:2C:30:8E,4,-92
27,fernandaRafael,30:1F:48:54:4C:50,11,-92
27,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-92
27,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-93
27,SIARA,48:96:D9:57:03:3E,10,-93
27,AdnaRiva,6C:E8:74:00:E9:30,5,-94
27,fernandaRafael,30:1F:48:54:4C:E0,6,-94
27,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-94
27,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-94
27,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-94
27,DULCEMOURA,30:1F:48:56:5A:80,6,-95
27,APTO_501,44:3B:32:45:1D:DC,6,-95
27,TIM_ULTRAFIBRA_345C_2G,16:94:48:16:34:60,6,-95
27,1301T2,D8:E8:44:AB:28:6E,8,-95
27,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-95
27,CURUMIN,80:2D:1A:51:7B:E2,11,-95
27,TiagoSerra,3C:F9:F0:68:7A:FB,4,-96
27,Bichinho-mesh,38:16:5A:48:97:84,7,-96
27,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-97
27,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-97
27,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-98
END_SCAN
28,TFMARQUES ,3E:64:CF:2C:34:3A,4,-58
28,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-59
28,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-74
28,Celso_2G,E8:D2:FF:A5:B5:9B,7,-75
28,RANDY2G,08:C7:F5:2F:2B:64,1,-76
28,Medeiros85,08:C7:F5:03:20:F2,1,-82
28,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-83
28,CHIODINI,24:E4:CE:8C:C0:C1,11,-84
28,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-87
28,lrhome_2G,58:2F:F7:9B:67:9E,1,-87
28,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-87
28,Ap1004TPLK,DE:62:79:25:48:6E,8,-87
28,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-88
28,fernandaRafael,30:1F:48:54:4C:E0,6,-89
28,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-89
28,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-89
28,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-90
28,DULCEMOURA,30:1F:48:56:5A:80,6,-90
28,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-90
28,SIARA,48:96:D9:57:03:3E,10,-90
28,fernandaRafael,30:1F:48:54:4C:50,11,-90
28,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-90
28,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-91
28,CURUMIN,80:2D:1A:51:7B:E2,11,-91
28,Porto 2_EXT,60:A4:B7:35:07:64,2,-92
28,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-92
28,Bichinho-mesh,38:16:5A:48:97:84,7,-93
28,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-93
END_SCAN
29,TFMARQUES ,3E:64:CF:2C:34:3A,4,-59
29,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-60
29,Celso_2G,E8:D2:FF:A5:B5:9B,7,-76
29,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-76
29,Medeiros85,08:C7:F5:03:20:F2,1,-83
29,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-85
29,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-86
29,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-86
29,CHIODINI,24:E4:CE:8C:C0:C1,11,-86
29,TiagoSerra,3C:F9:F0:68:7A:FB,4,-87
29,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-88
29,lrhome_2G,58:2F:F7:9B:67:9E,1,-89
29,SIARA,48:96:D9:57:03:3E,10,-89
29,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-90
29,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-90
29,fernandaRafael,30:1F:48:54:4C:50,11,-90
29,CURUMIN,80:2D:1A:51:7B:E2,11,-91
29,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-91
29,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-92
29,Maison_liberte,80:85:44:A4:4A:64,3,-92
29,VIVOFIBRA-EF78_EXT,B0:BE:76:38:A1:F3,1,-93
29,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-93
29,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-94
29,#CLARO-WIFI,C6:EB:FF:28:BF:9C,9,-95
29,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-95
END_SCAN
30,TFMARQUES ,3E:64:CF:2C:34:3A,4,-61
30,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-61
30,Celso_2G,E8:D2:FF:A5:B5:9B,7,-76
30,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-77
30,RANDY2G,08:C7:F5:2F:2B:64,1,-78
30,Medeiros85,08:C7:F5:03:20:F2,1,-85
30,CHIODINI,24:E4:CE:8C:C0:C1,11,-87
30,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-87
30,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-88
30,lrhome_2G,58:2F:F7:9B:67:9E,1,-89
30,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-89
30,DULCEMOURA,30:1F:48:56:5A:80,6,-89
30,fernandaRafael,30:1F:48:54:4C:50,11,-89
30,VIVOFIBRA-EF78_EXT,B0:BE:76:38:A1:F3,1,-90
30,TFMARQUES ,3E:64:CF:2C:30:8E,4,-90
30,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-90
30,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-90
30,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-90
30,fernandaRafael,3C:F9:F0:A6:69:06,3,-91
30,TiagoSerra,3C:F9:F0:68:7A:FB,4,-91
30,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-91
30,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-91
30,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-91
30,Porto 2_EXT,60:A4:B7:35:07:64,2,-92
30,CURUMIN,80:2D:1A:51:7B:E2,11,-92
30,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-93
30,fernandaRafael,30:1F:48:54:4C:E0,6,-93
30,APTO_501,44:3B:32:45:1D:DC,6,-93
30,SIARA,48:96:D9:57:03:3E,10,-93
30,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-95
30,Maison_liberte,80:85:44:A4:4A:64,3,-96
30,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-96
END_SCAN
31,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-62
31,TFMARQUES ,3E:64:CF:2C:34:3A,4,-63
31,Celso_2G,E8:D2:FF:A5:B5:9B,7,-77
31,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-77
31,RANDY2G,08:C7:F5:2F:2B:64,1,-80
31,Medeiros85,08:C7:F5:03:20:F2,1,-86
31,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-86
31,MANUELA,80:2D:1A:4F:EA:82,6,-88
31,CHIODINI,24:E4:CE:8C:C0:C1,11,-88
31,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-89
31,#CLARO-WIFI,5A:2F:F7:9B:69:9F,1,-90
31,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-90
31,Ap1004TPLK,DE:62:79:25:48:6E,8,-90
31,lrhome_2G,58:2F:F7:9B:67:9E,1,-91
31,TFMARQUES ,3E:64:CF:2C:30:8E,4,-91
31,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-92
31,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-92
31,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-92
31,DULCEMOURA,30:1F:48:56:5A:80,6,-92
31,Smvb,D8:31:39:8E:17:80,4,-93
31,APTO_501,44:3B:32:45:1D:DC,6,-93
31,fernandaRafael,30:1F:48:54:4C:E0,6,-93
31,TIM_ULTRAFIBRA_345C_2G,16:94:48:16:34:60,6,-93
31,Bichinho-mesh,38:16:5A:48:97:84,7,-93
31,1301T2,D8:E8:44:AB:28:6E,8,-93
31,fernandaRafael,30:1F:48:54:4C:50,11,-93
31,CURUMIN,80:2D:1A:51:7B:E2,11,-93
31,fernandaRafael,3C:F9:F0:A6:69:06,3,-94
31,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-94
31,TiagoSerra,3C:F9:F0:68:7A:FB,4,-94
31,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-94
31,SIARA,48:96:D9:57:03:3E,10,-94
31,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-94
31,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-95
31,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-95
31,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-96
31,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-96
31,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-96
31,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-96
31,Maison_liberte,80:85:44:A4:4A:64,3,-100
END_SCAN
32,TFMARQUES ,3E:64:CF:2C:34:3A,4,-61
32,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-62
32,RANDY2G,08:C7:F5:2F:2B:64,1,-79
32,Celso_2G,E8:D2:FF:A5:B5:9B,7,-79
32,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-79
32,Medeiros85,08:C7:F5:03:20:F2,1,-86
32,MANUELA,80:2D:1A:4F:EA:82,6,-86
32,CHIODINI,24:E4:CE:8C:C0:C1,11,-87
32,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-87
32,VIVOFIBRA-WIFI6-37D8,E8:45:8B:63:37:D8,6,-90
32,Ap1004TPLK,DE:62:79:25:48:6E,8,-90
32,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-91
32,lrhome_2G,58:2F:F7:9B:67:9E,1,-91
32,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-92
32,fernandaRafael,3C:F9:F0:A6:69:06,3,-92
32,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-92
32,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-92
32,fernandaRafael,30:1F:48:54:4C:E0,6,-92
32,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-92
32,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-92
32,fernandaRafael,30:1F:48:54:4C:50,11,-92
32,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-92
32,TFMARQUES ,3E:64:CF:2C:30:8E,4,-93
32,APTO_501,44:3B:32:45:1D:DC,6,-93
32,1301T2,D8:E8:44:AB:28:6E,8,-93
32,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-93
32,CURUMIN,80:2D:1A:51:7B:E2,11,-93
32,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-94
32,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-94
32,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-95
32,DULCEMOURA,30:1F:48:56:5A:80,6,-95
32,TIM_ULTRAFIBRA_345C_2G,16:94:48:16:34:60,6,-95
32,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-95
32,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-95
32,Maison_liberte,80:85:44:A4:4A:64,3,-96
32,TiagoSerra,3C:F9:F0:68:7A:FB,4,-96
32,Bichinho-mesh,38:16:5A:48:97:84,7,-96
32,SIARA,48:96:D9:57:03:3E,10,-96
32,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-98
END_SCAN
33,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-63
33,TFMARQUES ,3E:64:CF:2C:34:3A,4,-64
33,RANDY2G,08:C7:F5:2F:2B:64,1,-80
33,Celso_2G,E8:D2:FF:A5:B5:9B,7,-81
33,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-81
33,Medeiros85,08:C7:F5:03:20:F2,1,-85
33,MANUELA,80:2D:1A:4F:EA:82,6,-87
33,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-87
33,CHIODINI,24:E4:CE:8C:C0:C1,11,-88
33,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-89
33,#CLARO-WIFI,5A:2F:F7:9B:69:9F,1,-90
33,Ap1004TPLK,DE:62:79:25:48:6E,8,-91
33,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-91
33,fernandaRafael,30:1F:48:54:4C:50,11,-91
33,lrhome_2G,58:2F:F7:9B:67:9E,1,-92
33,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-92
33,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-92
33,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-92
33,fernandaRafael,30:1F:48:54:4C:E0,6,-92
33,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-93
33,TFMARQUES ,3E:64:CF:2C:30:8E,4,-93
33,DULCEMOURA,30:1F:48:56:5A:80,6,-93
33,APTO_501,44:3B:32:45:1D:DC,6,-93
33,Ferreira,E8:45:8B:61:32:28,6,-93
33,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-93
33,1301T2,D8:E8:44:AB:28:6E,8,-93
33,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-93
33,CURUMIN,80:2D:1A:51:7B:E2,11,-93
33,CLARO_2F87EB,08:C7:F5:2F:87:EC,1,-94
33,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-94
33,fernandaRafael,3C:F9:F0:A6:69:06,3,-94
33,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-94
33,SIARA,48:96:D9:57:03:3E,10,-94
33,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-95
33,TiagoSerra,3C:F9:F0:68:7A:FB,4,-95
33,TIM_ULTRAFIBRA_345C_2G,16:94:48:16:34:60,6,-95
33,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-95
33,Bichinho-mesh,38:16:5A:48:97:84,7,-96
33,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-96
33,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-97
END_SCAN
34,TFMARQUES ,3E:64:CF:2C:34:3A,4,-64
34,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-64
34,Celso_2G,E8:D2:FF:A5:B5:9B,7,-78
34,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-78
34,RANDY2G,08:C7:F5:2F:2B:64,1,-81
34,Medeiros85,08:C7:F5:03:20:F2,1,-86
34,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-87
34,CHIODINI,24:E4:CE:8C:C0:C1,11,-87
34,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-87
34,MANUELA,80:2D:1A:4F:EA:82,6,-89
34,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-90
34,Ap1004TPLK,DE:62:79:25:48:6E,8,-90
34,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-91
34,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-91
34,DULCEMOURA,30:1F:48:56:5A:80,6,-91
34,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-91
34,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-92
34,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-92
34,APTO_501,44:3B:32:45:1D:DC,6,-92
34,Bichinho-mesh,38:16:5A:48:97:84,7,-92
34,1301T2,D8:E8:44:AB:28:6E,8,-92
34,fernandaRafael,30:1F:48:54:4C:50,11,-92
34,fernandaRafael,3C:F9:F0:A6:69:06,3,-93
34,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-93
34,CURUMIN,80:2D:1A:51:7B:E2,11,-93
34,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-93
34,TFMARQUES ,3E:64:CF:2C:30:8E,4,-95
34,fernandaRafael,30:1F:48:54:4C:E0,6,-95
34,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-95
34,Maison_liberte,80:85:44:A4:4A:64,3,-96
34,TIM_ULTRAFIBRA_345C_2G,16:94:48:16:34:60,6,-96
